tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59729	Taeniopygia guttata	100232597	0	live	TALDO1		transaldolase 1	transaldolase		5	NC_044217.2	9852761	9859310	minus	8		
59729	Taeniopygia guttata	100229691	0	live	COX7A2		cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)		3	NC_044214.2	30847575	30851410	minus	4		
59729	Taeniopygia guttata	100226827	0	live	ASB3		ankyrin repeat and SOCS box containing 3	ankyrin repeat and SOCS box protein 3		3	NC_044214.2	84805282	84818516	minus	11		
59729	Taeniopygia guttata	100222079	0	live	TXNRD3		thioredoxin reductase 3	thioredoxin reductase 3		12	NC_044224.2	10126854	10144220	minus	16		
59729	Taeniopygia guttata	100220140	0	live	PSMD1		proteasome 26S subunit, non-ATPase 1	26S proteasome non-ATPase regulatory subunit 1|proteasome (prosome, macropain) 26S subunit, non-ATPase, 1		9	NC_044221.2	16111436	16176767	plus	25		
59729	Taeniopygia guttata	100190757	0	live	NME2		NME/NM23 nucleoside diphosphate kinase 2	nucleoside diphosphate kinase B|non-metastatic cells 2, protein (NM23B) expressed in		18	NC_044230.2	9688589	9691144	plus	5		
59729	Taeniopygia guttata	100190705	0	live	POLR2F		RNA polymerase II, I and III subunit F	DNA-directed RNA polymerases I, II, and III subunit RPABC2|DNA directed RNA polymerase II polypeptide F-like|RNA polymerase II subunit F		1A	NC_044212.2	49652672	49656531	minus	5		
59729	Taeniopygia guttata	100190423	0	live	GPX4		glutathione peroxidase 4	phospholipid hydroperoxide glutathione peroxidase GPX4		28	NC_044240.2	1066012	1067375	plus	6		
59729	Taeniopygia guttata	100190342	0	live	VSNL1		visinin like 1	visinin-like protein 1		3	NC_044214.2	11259230	11344864	minus	6		
59729	Taeniopygia guttata	100190304	0	live	CNEP1R1	TMEM188	CTD nuclear envelope phosphatase 1 regulatory subunit 1	nuclear envelope phosphatase-regulatory subunit 1|transmembrane protein 188		11	NC_044223.2	12630602	12636485	minus	6		
59729	Taeniopygia guttata	100190288	0	live	RPS3A		ribosomal protein S3A	40S ribosomal protein S3a		4	NC_044215.2	43378235	43381767	minus	6		
59729	Taeniopygia guttata	100190278	0	live	ITPA		inosine triphosphatase	inosine triphosphate pyrophosphatase|inosine triphosphatase (nucleoside triphosphate pyrophosphatase)		8	NC_044220.2	29405060	29408427	plus	8		
59729	Taeniopygia guttata	100190152	0	live	UCK2		uridine-cytidine kinase 2	uridine-cytidine kinase 2		8	NC_044220.2	28421908	28441740	minus	7		
59729	Taeniopygia guttata	100190142	0	live	RRP7A		ribosomal RNA processing 7 homolog A	ribosomal RNA-processing protein 7 homolog A		1A	NC_044212.2	47517944	47521232	plus	7		
59729	Taeniopygia guttata	102466655	0	live	MIR30E	tgu-mir-30e	microRNA mir-30e	microRNA 30e		2	NC_044213.2	143789714	143789792	minus	1		
59729	Taeniopygia guttata	102466160	0	live	MIR1467-1	MIR1467, tgu-mir-1467, tgu-mir-1467-1	microRNA mir-1467-1	microRNA 1467-1|microRNA mir-1467		2	NC_044213.2	137025005	137025097	minus	1		
59729	Taeniopygia guttata	102465237	0	live	MIR1397	tgu-mir-1397	microRNA mir-1397	microRNA 1397		1	NC_044211.2	92300490	92300573	minus	1		
59729	Taeniopygia guttata	102465236	0	live	MIR499	tgu-mir-499	microRNA mir-499	microRNA 499		20	NC_044232.2	2989602	2989679	minus	1		
59729	Taeniopygia guttata	102465235	0	live	MIR196	tgu-mir-196	microRNA mir-196	microRNA 196		2	NC_044213.2	33644887	33644961	minus	1		
59729	Taeniopygia guttata	100190480	0	live	PRXL2A	FAM213A, SELU	peroxiredoxin like 2A	peroxiredoxin-like 2A|family with sequence similarity 213 member A|selenoprotein U		6	NC_044218.2	10907842	10917356	minus	7		
59729	Taeniopygia guttata	105758458	0	live	KCNH5		potassium voltage-gated channel subfamily H member 5	potassium voltage-gated channel subfamily H member 5|potassium voltage-gated channel subfamily H member 5 pseudogene|potassium voltage-gated channel, subfamily H (eag-related), member 5		5	NC_044217.2	55363803	55524112	plus	11		
59729	Taeniopygia guttata	100886774	0	live	MIR214	tgu-mir-214	microRNA mir-214	microRNA 214		8	NC_044220.2	29475459	29475550	minus	1		
59729	Taeniopygia guttata	100886773	0	live	MIR375	tgu-mir-375	microRNA mir-375	microRNA 375		7	NC_044219.2	10090800	10090871	minus	1		
59729	Taeniopygia guttata	100886771	0	live	MIR218-2	tgu-mir-218-2	microRNA mir-218-2	microRNA 218-2		13	NC_044225.2	5260864	5260994	minus	1		
59729	Taeniopygia guttata	100886770	0	live	MIR124-2	tgu-mir-124-2	microRNA mir-124-2	microRNA 124-2		3	NC_044214.2	2454315	2454385	minus	1		
59729	Taeniopygia guttata	100886769	0	live	MIR20B	tgu-mir-20b	microRNA mir-20b	microRNA 20b		4A	NC_044216.2	6798437	6798509	plus	1		
59729	Taeniopygia guttata	100886768	0	live	MIR133-1	tgu-mir-133-1	microRNA mir-133-1	microRNA 133-1		2	NC_044213.2	104051563	104051633	minus	1		
59729	Taeniopygia guttata	100886767	0	live	MIR181A-1	tgu-mir-181a-1	microRNA mir-181a-1	microRNA 181a-1		8	NC_044220.2	21687232	21687304	plus	1		
59729	Taeniopygia guttata	100886765	0	live	MIR124-3	tgu-mir-124-3	microRNA mir-124-3	microRNA 124-3		20	NC_044232.2	9133660	9133790	minus	1		
59729	Taeniopygia guttata	100886763	0	live	MIR2960	tgu-mir-2960	microRNA mir-2960	microRNA 2960		3	NC_044214.2	74121847	74121940	plus	1		
59729	Taeniopygia guttata	100886759	0	live	MIR199-2	tgu-mir-199-2	microRNA mir-199-2	microRNA 199-2		8	NC_044220.2	29481396	29481523	minus	1		
59729	Taeniopygia guttata	100886758	0	live	MIR19A	tgu-mir-19a	microRNA mir-19a	microRNA 19a		1	NC_044211.2	71683287	71683356	plus	1		
59729	Taeniopygia guttata	100886757	0	live	MIR147	tgu-mir-147	microRNA mir-147	microRNA 147		10	NC_044222.2	10399338	10399407	plus	1		
59729	Taeniopygia guttata	100886755	0	live	MIR15B	tgu-mir-15b	microRNA mir-15b	microRNA 15b		9	NC_044221.2	23908852	23908922	minus	1		
59729	Taeniopygia guttata	100886754	0	live	MIR200B	tgu-mir-200b	microRNA mir-200b	microRNA 200b		21	NC_044233.2	90017	90089	minus	1		
59729	Taeniopygia guttata	100886753	0	live	MIR16C	tgu-mir-16c	microRNA mir-16c	microRNA 16c		4A	NC_044216.2	6709363	6709434	plus	1		
59729	Taeniopygia guttata	100886752	0	live	MIR365-1	tgu-mir-365-1	microRNA mir-365-1	microRNA 365-1		14	NC_044226.2	9705363	9705434	plus	1		
59729	Taeniopygia guttata	100886751	0	live	MIR199-1	tgu-mir-199-1	microRNA mir-199-1	microRNA 199-1		17	NC_044229.2	5565172	5565242	plus	1		
59729	Taeniopygia guttata	100886750	0	live	MIR133-3	tgu-mir-133-3	microRNA mir-133-3	microRNA 133-3		20	NC_044232.2	9755702	9755772	minus	1		
59729	Taeniopygia guttata	100886749	0	live	MIR204-2	tgu-mir-204-2	microRNA mir-204-2	microRNA 204-2		10	NC_044222.2	5435423	5435494	plus	1		
59729	Taeniopygia guttata	100886748	0	live	MIR23	tgu-mir-23	microRNA mir-23	microRNA 23		Z	NC_044241.2	10425830	10425900	minus	1		
59729	Taeniopygia guttata	100886747	0	live	MIR181B-1	tgu-mir-181b-1	microRNA mir-181b-1	microRNA 181b-1		8	NC_044220.2	21687415	21687488	plus	1		
59729	Taeniopygia guttata	100886745	0	live	MIR153-2	tgu-mir-153-2	microRNA mir-153-2	microRNA 153-2		7	NC_044219.2	10305542	10305613	minus	1		
59729	Taeniopygia guttata	100886744	0	live	MIR2992	tgu-mir-2992	microRNA mir-2992	microRNA 2992		Z	NC_044241.2	69889063	69889133	minus	1		
59729	Taeniopygia guttata	100886743	0	live	MIR200A	tgu-mir-200a	microRNA mir-200a	microRNA 200a		21	NC_044233.2	88585	88677	minus	1		
59729	Taeniopygia guttata	100886742	0	live	MIR33	tgu-mir-33	microRNA mir-33	microRNA 33		1A	NC_044212.2	47874203	47874272	minus	1		
59729	Taeniopygia guttata	100886741	0	live	MIR27	tgu-mir-27	microRNA mir-27	microRNA 27		Z	NC_044241.2	10425509	10425599	minus	1		
59729	Taeniopygia guttata	100886740	0	live	MIR122	tgu-mir-122	microRNA mir-122	microRNA 122		Z	NC_044241.2	174844	174915	minus	1		
59729	Taeniopygia guttata	100886738	0	live	MIR103-2	tgu-mir-103-2	microRNA mir-103-2	microRNA 103-2		4	NC_044215.2	2895438	2895510	plus	1		
59729	Taeniopygia guttata	100886736	0	live	MIR19B-2	tgu-mir-19b-2	microRNA mir-19b-2	microRNA 19b-2		4A	NC_044216.2	6798569	6798641	plus	1		
59729	Taeniopygia guttata	100886733	0	live	MIR101-2	tgu-mir-101-2	microRNA mir-101-2	microRNA 101-2		8	NC_044220.2	1570583	1570654	plus	1		
59729	Taeniopygia guttata	100886732	0	live	MIR30B	tgu-mir-30b	microRNA mir-30b	microRNA 30b		3	NC_044214.2	29301941	29302013	minus	1		
59729	Taeniopygia guttata	100886731	0	live	MIR9-2	tgu-mir-9-2	microRNA mir-9-2	microRNA 9-2		Z	NC_044241.2	17013526	17013598	plus	1		
59729	Taeniopygia guttata	100886727	0	live	MIR2972	tgu-mir-2972	microRNA mir-2972	microRNA 2972		2	NC_044213.2	41849504	41849607	minus	1		
59729	Taeniopygia guttata	100886726	0	live	MIR460B	tgu-mir-460b	microRNA mir-460b	microRNA 460b		4A	NC_044216.2	19156953	19157059	plus	1		
59729	Taeniopygia guttata	100886725	0	live	MIR1803	tgu-mir-1803	microRNA mir-1803	microRNA 1803		2	NC_044213.2	94203182	94203270	plus	1		
59729	Taeniopygia guttata	100886724	0	live	MIR219B	MIR2964, tgu-mir-219b, tgu-mir-2964	microRNA mir-219b	microRNA 219b|microRNA mir-2964		17	NC_044229.2	5491644	5491801	minus	1		
59729	Taeniopygia guttata	100886721	0	live	MIR2955	tgu-mir-2955	microRNA mir-2955	microRNA 2955		1A	NC_044212.2	56422682	56422797	minus	1		
59729	Taeniopygia guttata	100886720	0	live	MIR204-1	tgu-mir-204-1	microRNA mir-204-1	microRNA 204-1		Z	NC_044241.2	12262354	12262425	minus	1		
59729	Taeniopygia guttata	100886719	0	live	MIR451	tgu-mir-451	microRNA mir-451	microRNA 451		19	NC_044231.2	4179983	4180055	plus	1		
59729	Taeniopygia guttata	100886718	0	live	MIR128-1	tgu-mir-128-1	microRNA mir-128-1	microRNA 128-1		7	NC_044219.2	31719225	31719295	plus	1		
59729	Taeniopygia guttata	100886717	0	live	MIR1329	tgu-mir-1329	microRNA mir-1329	microRNA 1329		3	NC_044214.2	14564969	14565055	minus	1		
59729	Taeniopygia guttata	100886715	0	live	MIR155	tgu-mir-155	microRNA mir-155	microRNA 155		1	NC_044211.2	5194586	5194656	minus	1		
59729	Taeniopygia guttata	100886714	0	live	MIR144	tgu-mir-144	microRNA mir-144	microRNA 144		19	NC_044231.2	4179795	4179864	plus	1		
59729	Taeniopygia guttata	100886713	0	live	MIR16B	tgu-mir-16b	microRNA mir-16b	microRNA 16b		9	NC_044221.2	23908696	23908767	minus	1		
59729	Taeniopygia guttata	100886712	0	live	MIR217	tgu-mir-217	microRNA mir-217	microRNA 217		3	NC_044214.2	85518627	85518699	minus	1		
59729	Taeniopygia guttata	100886711	0	live	MIR187	tgu-mir-187	microRNA mir-187	microRNA 187		2	NC_044213.2	85083703	85083772	plus	1		
59729	Taeniopygia guttata	100886710	0	live	MIR1-2	tgu-mir-1-2	microRNA mir-1-2	microRNA 1-2		2	NC_044213.2	104054709	104054780	minus	1		
59729	Taeniopygia guttata	100886708	0	live	MIR551	tgu-mir-551	microRNA mir-551	microRNA 551		9	NC_044221.2	22194906	22194976	minus	1		
59729	Taeniopygia guttata	100886707	0	live	MIR383	tgu-mir-383	microRNA mir-383	microRNA 383		4	NC_044215.2	28211279	28211350	minus	1		
59729	Taeniopygia guttata	100886706	0	live	MIR21	tgu-mir-21	microRNA mir-21	microRNA 21		19	NC_044231.2	2497914	2497985	minus	1		
59729	Taeniopygia guttata	100886705	0	live	MIRLET7A-3	tgu-let-7a-3	microRNA let-7a-3			12	NC_044224.2	19605009	19605099	minus	1		
59729	Taeniopygia guttata	100886704	0	live	MIR138-2	tgu-mir-138-2	microRNA mir-138-2	microRNA 138-2		11	NC_044223.2	4285843	4285935	plus	1		
59729	Taeniopygia guttata	100886699	0	live	MIR2969	tgu-mir-2969	microRNA mir-2969	microRNA 2969		12	NC_044224.2	17468117	17468218	plus	1		
59729	Taeniopygia guttata	100886698	0	live	MIR2965	tgu-mir-2965	microRNA mir-2965	microRNA 2965		7	NC_044219.2	10317230	10317294	minus	1		
59729	Taeniopygia guttata	100886697	0	live	MIR1662	tgu-mir-1662	microRNA mir-1662	microRNA 1662		2	NC_044213.2	2910418	2910483	minus	1		
59729	Taeniopygia guttata	100886696	0	live	MIR1677	tgu-mir-1677	microRNA mir-1677	microRNA 1677		3	NC_044214.2	37747369	37747444	minus	1		
59729	Taeniopygia guttata	100886694	0	live	MIR193B	tgu-mir-193b	microRNA mir-193b	microRNA 193b		18	NC_044230.2	10994772	10994840	plus	1		
59729	Taeniopygia guttata	100886693	0	live	MIR146B	tgu-mir-146b	microRNA mir-146b	microRNA 146b		6	NC_044218.2	22898619	22898690	plus	1		
59729	Taeniopygia guttata	100886692	0	live	MIR34A	tgu-mir-34a	microRNA mir-34a	microRNA 34a		21	NC_044233.2	691556	691627	minus	1		
59729	Taeniopygia guttata	100886691	0	live	MIR193A	tgu-mir-193a	microRNA mir-193a	microRNA 193a		14	NC_044226.2	9701075	9701146	plus	1		
59729	Taeniopygia guttata	100886690	0	live	MIR454	tgu-mir-454	microRNA mir-454	microRNA 454		15	NC_044227.2	5840922	5840994	minus	1		
59729	Taeniopygia guttata	100886689	0	live	MIR92-2	tgu-mir-92-2	microRNA mir-92-2	microRNA 92-2		4A	NC_044216.2	6798748	6798839	plus	1		
59729	Taeniopygia guttata	100886687	0	live	MIR184	tgu-mir-184	microRNA mir-184	microRNA 184		10	NC_044222.2	20116624	20116735	plus	1		
59729	Taeniopygia guttata	100886686	0	live	MIR107	tgu-mir-107	microRNA mir-107	microRNA 107		6	NC_044218.2	18990273	18990345	minus	1		
59729	Taeniopygia guttata	100886682	0	live	MIR2989-2	tgu-mir-2989-2	microRNA mir-2989-2	microRNA 2989-2		8	NC_044220.2	23430112	23430201	plus	1		
59729	Taeniopygia guttata	100886681	0	live	MIRLET7A-4	tgu-let-7a-4	microRNA let-7a-4			26	NC_044238.2	4414665	4414756	plus	1		
59729	Taeniopygia guttata	100886680	0	live	MIR19B-1	tgu-mir-19b-1	microRNA mir-19b-1	microRNA 19b-1		1	NC_044211.2	71683593	71683665	plus	1		
59729	Taeniopygia guttata	100886678	0	live	MIRLET7I	tgu-let-7i	microRNA let-7i			1A	NC_044212.2	31832506	31832597	plus	1		
59729	Taeniopygia guttata	100886677	0	live	MIR129	tgu-mir-129	microRNA mir-129	microRNA 129		5	NC_044217.2	21178783	21178865	plus	1		
59729	Taeniopygia guttata	100886675	0	live	MIR2188	tgu-mir-2188	microRNA mir-2188	microRNA 2188		22	NC_044234.2	177619	177787	plus	1		
59729	Taeniopygia guttata	100886673	0	live	MIR458	tgu-mir-458	microRNA mir-458	microRNA 458		13	NC_044225.2	16681844	16681923	plus	1		
59729	Taeniopygia guttata	100886672	0	live	MIR2956-2	tgu-mir-2956-2	microRNA mir-2956-2	microRNA 2956-2		4A	NC_044216.2	16112657	16112737	plus	1		
59729	Taeniopygia guttata	100886667	0	live	MIR34C-1	tgu-mir-34c-1	microRNA mir-34c-1	microRNA 34c-1		24	NC_044236.2	5940152	5940228	plus	1		
59729	Taeniopygia guttata	100886665	0	live	MIR15C	tgu-mir-15c	microRNA mir-15c	microRNA 15c		4A	NC_044216.2	6708950	6709031	plus	1		
59729	Taeniopygia guttata	100886664	0	live	MIR489	tgu-mir-489	microRNA mir-489	microRNA 489		2	NC_044213.2	23961514	23961611	minus	1		
59729	Taeniopygia guttata	100886661	0	live	MIR30D	tgu-mir-30d	microRNA mir-30d	microRNA 30d		2	NC_044213.2	143793320	143793391	minus	1		
59729	Taeniopygia guttata	100886660	0	live	MIR455	tgu-mir-455	microRNA mir-455	microRNA 455		17	NC_044229.2	5218057	5218127	plus	1		
59729	Taeniopygia guttata	100886659	0	live	MIR146C	tgu-mir-146c	microRNA mir-146c	microRNA 146c		13	NC_044225.2	2242641	2242712	plus	1		
59729	Taeniopygia guttata	100886657	0	live	MIR203	tgu-mir-203	microRNA mir-203	microRNA 203		5	NC_044217.2	52352417	52352548	plus	1		
59729	Taeniopygia guttata	100886656	0	live	MIR2997	tgu-mir-2997	microRNA mir-2997	microRNA 2997		20	NC_044232.2	6161880	6161947	plus	1		
59729	Taeniopygia guttata	100886655	0	live	MIR29B-2	tgu-mir-29b-2	microRNA mir-29b-2	microRNA 29b-2		26	NC_044238.2	1172225	1172295	plus	1		
59729	Taeniopygia guttata	100886654	0	live	MIR29B-1	tgu-mir-29b-1	microRNA mir-29b-1	microRNA 29b-1		1A	NC_044212.2	3379881	3379951	plus	1		
59729	Taeniopygia guttata	100886652	0	live	MIR223	tgu-mir-223	microRNA mir-223	microRNA 223		4A	NC_044216.2	6227157	6227227	minus	1		
59729	Taeniopygia guttata	100886651	0	live	MIR301	tgu-mir-301	microRNA mir-301	microRNA 301		19	NC_044231.2	2691498	2691570	plus	1		
59729	Taeniopygia guttata	100886650	0	live	MIR1388	tgu-mir-1388	microRNA mir-1388	microRNA 1388		20	NC_044232.2	8203496	8203587	minus	1		
59729	Taeniopygia guttata	100886649	0	live	MIR216B	tgu-mir-216b	microRNA mir-216b	microRNA 216b		3	NC_044214.2	85525852	85525922	minus	1		
59729	Taeniopygia guttata	100886648	0	live	MIR106	tgu-mir-106	microRNA mir-106	microRNA 106		4A	NC_044216.2	6798091	6798163	plus	1		
59729	Taeniopygia guttata	100886647	0	live	MIR190	tgu-mir-190	microRNA mir-190	microRNA 190		10	NC_044222.2	4061885	4061956	minus	1		
59729	Taeniopygia guttata	100886646	0	live	MIR18A	tgu-mir-18a	microRNA mir-18a	microRNA 18a		1	NC_044211.2	71683142	71683213	plus	1		
59729	Taeniopygia guttata	100886645	0	live	MIR32	tgu-mir-32	microRNA mir-32	microRNA 32		2	NC_044213.2	85735171	85735241	minus	1		
59729	Taeniopygia guttata	100886644	0	live	MIR16A	tgu-mir-16a	microRNA mir-16a	microRNA 16a		1	NC_044211.2	59538853	59538944	minus	1		
59729	Taeniopygia guttata	100886643	0	live	MIR365-2	tgu-mir-365-2	microRNA mir-365-2	microRNA 365-2		18	NC_044230.2	11008402	11008513	plus	1		
59729	Taeniopygia guttata	100886642	0	live	MIR130C	tgu-mir-130c	microRNA mir-130c	microRNA 130c		19	NC_044231.2	2690465	2690576	plus	1		
59729	Taeniopygia guttata	100886641	0	live	MIR130B	tgu-mir-130b	microRNA mir-130b	microRNA 130b		15	NC_044227.2	5839726	5839857	minus	1		
59729	Taeniopygia guttata	100886640	0	live	MIR215	tgu-mir-215	microRNA mir-215	microRNA 215		3	NC_044214.2	103692634	103692704	minus	1		
59729	Taeniopygia guttata	100886639	0	live	MIR216A	tgu-mir-216a	microRNA mir-216a	microRNA 216a		3	NC_044214.2	85520753	85520824	minus	1		
59729	Taeniopygia guttata	100886638	0	live	MIR92-1	tgu-mir-92-1	microRNA mir-92-1	microRNA 92-1		1	NC_044211.2	71683710	71683781	plus	1		
59729	Taeniopygia guttata	100886637	0	live	MIR130A	tgu-mir-130a	microRNA mir-130a	microRNA 130a		15	NC_044227.2	5848701	5848772	minus	1		
59729	Taeniopygia guttata	100886636	0	live	MIR133-2	tgu-mir-133-2	microRNA mir-133-2	microRNA 133-2		3	NC_044214.2	3767787	3767857	minus	1		
59729	Taeniopygia guttata	100886630	0	live	MIR17A	tgu-mir-17a	microRNA mir-17a	microRNA 17a		1	NC_044211.2	71683003	71683074	plus	1		
59729	Taeniopygia guttata	100886629	0	live	MIR181B-2	tgu-mir-181b-2	microRNA mir-181b-2	microRNA 181b-2		17	NC_044229.2	10349749	10349822	plus	1		
59729	Taeniopygia guttata	100886628	0	live	MIR1-1	tgu-mir-1-1	microRNA mir-1-1	microRNA 1-1		20	NC_044232.2	9768010	9768081	minus	1		
59729	Taeniopygia guttata	100886627	0	live	MIR135B	tgu-mir-135b	microRNA mir-135b	microRNA 135b		12	NC_044224.2	14220470	14220542	plus	1		
59729	Taeniopygia guttata	100886626	0	live	MIR135A-1	tgu-mir-135a-1	microRNA mir-135a-1	microRNA 135a-1		1A	NC_044212.2	44704485	44704557	plus	1		
59729	Taeniopygia guttata	100886625	0	live	MIR194-1	tgu-mir-194-1	microRNA mir-194-1	microRNA 194-1		3	NC_044214.2	103692952	103693023	minus	1		
59729	Taeniopygia guttata	100886623	0	live	MIR15A	tgu-mir-15a	microRNA mir-15a	microRNA 15a		1	NC_044211.2	59539015	59539085	minus	1		
59729	Taeniopygia guttata	100886622	0	live	MIR20A	tgu-mir-20a	microRNA mir-20a	microRNA 20a		1	NC_044211.2	71683451	71683523	plus	1		
